system:index,builtup,canopyMn,canopySD,cluster,cropland,grass,latitude,longitude,wetland,.geo
1676,1,66,34,1,22,11,11.981864006859059,102.79884428566545,0,
1677,1,72,20,1,23,14,12.54888061419597,105.28412335074621,0,
1678,5,80,23,1,25,21,13.999569966522296,106.48687768467111,0,
1679,3,80,20,1,27,1,12.446472671806223,102.54794482680727,0,
1680,7,73,62,1,22,10,12.5170802531381,102.38867352693059,0,
1681,0,94,24,1,18,14,14.368777548295855,105.06610223128727,0,
1682,3,88,31,1,21,3,12.657217437460911,102.49215944766264,0,
1683,5,87,30,1,30,1,12.50306653470582,102.46278453787151,0,
1684,5,81,29,1,25,10,11.918532779328562,104.03528544274532,0,
1685,1,61,28,1,18,3,11.924192165618518,106.85015638557427,0,
1686,3,84,26,1,9,0,11.905597039237225,102.39810583741398,0,
1687,3,74,29,1,29,20,14.4585192451795,103.56582587525772,0,
1688,10,68,18,1,28,14,12.58148945900955,106.54562750425337,0,
1689,0,81,39,1,31,0,11.833641984979163,105.52181757492765,0,
1690,20,70,24,1,26,18,13.586434767355241,102.43772154144422,0,
1691,15,72,39,1,42,20,10.592349925381345,103.97653562316306,0,
1692,3,87,26,1,19,14,12.260521407993263,102.48407461010545,0,
1693,3,86,30,1,34,3,14.240498125723436,107.16034465318519,0,
1694,0,91,24,1,35,3,14.368238559125382,107.14794790226416,0,
1695,3,69,44,1,23,1,14.486546682044063,105.03537984856995,0,
1696,5,66,20,1,27,1,11.811273934404564,107.01562606091146,0,
1697,5,73,41,1,36,3,12.096668700169669,106.35509483248889,0,
1698,3,75,44,1,19,1,12.626764549329227,102.54902280514823,0,
1699,7,85,24,1,11,15,11.970006245108667,107.17489736078814,0,
1700,0,74,24,1,25,14,11.988331876904727,103.95874898053724,0,
1701,0,93,99,1,11,11,11.168529348616286,103.57364121822967,0,
1702,3,82,33,1,23,1,12.879550470280757,105.42264356755943,0,
1703,10,78,41,1,33,21,12.584723394032384,102.62178634316295,0,
1704,10,64,27,1,21,15,13.76537917195206,107.60851414843886,0,
1705,3,70,13,1,17,21,12.604127004169388,106.71460060919868,0,
1706,1,83,19,1,24,5,11.973240180131501,102.30701666760295,0,
1707,5,64,26,1,10,34,11.868676281059866,103.93934537039998,0,
1708,1,95,34,1,27,11,11.776778627494334,106.27262948940553,0,
1709,3,72,29,1,15,5,14.123806970316172,106.81566107866358,0,
1710,3,62,45,1,19,7,11.835797941661053,106.55128689054341,0,
1711,3,69,24,1,31,5,11.6059190604546,106.08533075266392,0,
1712,7,66,63,1,13,14,12.006657508700787,107.20022985180067,0,
1713,5,76,37,1,25,25,11.262582958863714,106.15647732316721,0,
1714,0,69,24,1,21,5,12.04654270731574,106.84261053718755,0,
1715,1,68,34,1,30,1,14.116800111100032,107.4039677582419,0,
1716,3,90,30,1,33,15,12.080229530470266,107.62144988853036,0,
1717,10,81,38,1,11,14,11.96165191296635,107.39803887736663,0,
1718,3,88,35,1,17,5,11.925809133129935,103.07480674095093,0,
1719,3,69,23,1,23,0,12.617062744260725,102.46467099996819,0,
1720,5,76,33,1,24,5,11.747673212288827,105.89237262963228,0,
1721,5,89,26,1,24,5,14.479539822827922,107.20373328140879,0,
1722,5,70,20,1,25,7,13.739777186354624,106.2392121608358,0,
1723,7,65,50,1,25,18,12.081577003396443,107.4419664947607,0,
1724,3,88,35,1,25,3,11.731503537174657,103.4259581855183,0,
1725,3,79,23,1,32,1,14.01762610373312,104.52199266368827,0,
1726,7,89,24,1,17,14,14.668725021663716,107.3239278664257,0,
1727,3,76,19,1,29,14,11.209492525572184,106.240559633762,0,
1728,1,73,17,1,20,11,13.259807330048998,107.32743129603382,0,
1729,3,71,18,1,36,0,13.472708052385576,106.37665439930807,0,
1730,0,67,42,1,19,23,11.1857770020714,103.59870421465696,0,
1731,3,82,24,1,32,7,12.601162563731787,105.93630024702635,0,
1732,1,67,12,1,17,1,12.247585667901927,102.37061738971953,0,
1733,3,84,22,1,17,25,12.67985498262075,102.17038291288641,0,
1734,7,75,50,1,27,3,10.619568878490202,104.9760910398172,0,
1735,3,93,30,1,30,7,11.47467519744458,104.04633472074015,0,
1736,1,78,21,1,27,3,11.670058771740809,106.26077172765498,0,
1737,1,85,34,1,29,15,10.602051730449848,103.84987316810039,0,
1738,10,80,30,1,20,3,14.484121230776937,106.8401850859204,0,
1739,1,74,27,1,16,20,14.590571591945226,103.41329194001203,0,
1740,0,78,21,1,32,1,13.215610218070266,104.58990529916868,0,
1741,7,83,18,1,12,20,12.11283837528384,107.6271092748204,0,
1742,5,89,28,1,7,46,13.224773033968296,103.97330168814018,0,
1743,0,71,28,1,5,10,11.23186057614679,103.71458688631004,0,
1744,5,65,53,1,27,3,12.505222491387709,102.60399970053713,0,
1745,1,71,12,1,24,1,12.550767076292626,105.44932353149817,0,
1746,3,75,22,1,22,21,14.027597403386858,106.2181915831871,0,
1747,5,68,35,1,33,25,13.631170868504446,102.1221433821285,0,
1748,1,90,23,1,17,3,14.46633458815135,107.27649681942351,0,
1749,1,64,44,1,29,7,12.693868701053031,102.09896684779788,0,
1750,3,79,33,1,3,7,12.20931743679839,102.70721612668395,0,
1751,5,69,27,1,14,21,11.415386388692621,103.5162388715736,0,
1752,10,79,26,1,17,23,12.140865812148402,107.62630079106468,0,
1753,3,77,17,1,15,1,12.42302664289068,102.59726233590614,0,
1754,7,67,17,1,14,10,14.122998486560464,105.37143959636389,0,
1755,5,64,30,1,20,5,11.794565270119922,105.9745684781304,0,
1756,1,74,54,1,27,15,12.919974658066183,102.26901793108415,0,
1757,7,68,16,1,30,1,11.845499746729555,106.33946414654498,0,
